"Transect","ID","Remarks","Time","Geometry","Latitude","Longitude","Elevation","Ortho.Height","Instrument.Ht","Fix.ID","Horizontal.Accuracy","Vertical.Accuracy","PDOP","HDOP","VDOP","Satellites.in.View","Satellites.in.Use","Top_layer","Top_layer_other","Lower_1","Lower_1_other","Lower_2","Lower_2_other","Lower_3","Lower_3_other","Litter","Litter_other","Soil_surface","Soil_surface_other","Microsite","Microsite_other","Photo","Top_height","Litter_depth_center","Site","Season","Litter_depth_north","Litter_depth_east","Litter_depth_south","Litter_depth_west","Nearby_canopy_1","Nearby_canopy_2","Nearby_canopy_3","Nearby_canopy_4","Nearby_canopy_5","BagID","Quadrat_checklist","Top_Plotting","Microsite_Plotting","mean_depth"
"SRER006",48,49,"21-09-2024 09:26:39.250 -0700","POINTZ(-110.848152435 31.781349707 1181.463)",31.781349707,-110.848152435,1181.463,0,1.74,2,0.11,0.29,1.11,0.57,0.96,27,26,"D-FORB",NA,"D-PGRASS",NA,NA,NA,NA,NA,"LT-H",NA,"COBBLE",NA,"OPEN",NA,NA,50,4,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Annual Grasses and Forbs",4
"SRER006",49,48,"21-09-2024 09:28:28.750 -0700","POINTZ(-110.848153267 31.781342732 1180.673)",31.781342732,-110.848153267,1180.673,0,1.74,2,0.11,0.3,1.11,0.57,0.95,27,26,"L-SHRUB",NA,"D-FORB",NA,"D-PGRASS",NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,"20240921162905.jpg",125,8,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",8
"SRER006",53,47,"21-09-2024 09:30:26.500 -0700","POINTZ(-110.848154917 31.781335705 1179.621)",31.781335705,-110.848154917,1179.621,0,1.74,2,0.11,0.31,1.11,0.57,0.95,27,26,"L-OTHER","CEPA",NA,NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,125,2,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",2
"SRER006",54,46,"21-09-2024 09:33:43.500 -0700","POINTZ(-110.848157925 31.781324413 1178.526)",31.781324413,-110.848157925,1178.526,0,1.74,2,0.12,0.35,1.11,0.57,0.95,27,27,"L-OTHER","PRVE","L-OTHER","CEPA","D-FORB",NA,"D-SUBS",NA,"LT-H",NA,"COBBLE",NA,"CANOPY",NA,"20240921163408.jpg",0,10,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",10
"SRER006",58,45,"21-09-2024 09:36:46.500 -0700","POINTZ(-110.84816526 31.78132057 1177.89)",31.78132057,-110.84816526,1177.89,0,1.74,2,0.12,0.34,1.11,0.57,0.95,28,26,"L-OTHER","PRVE","L-OTHER","CEPA","L-FORB",NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,0,8,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",8
"SRER006",59,44,"21-09-2024 09:38:27.750 -0700","POINTZ(-110.848170765 31.781315327 1178.097)",31.781315327,-110.848170765,1178.097,0,1.74,2,0.12,0.3,1.11,0.57,0.95,28,25,"L-OTHER","PRVE","D-FORB",NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,0,10,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",10
"SRER006",61,43,"21-09-2024 09:40:49.750 -0700","POINTZ(-110.848178112 31.781301905 1179.018)",31.781301905,-110.848178112,1179.018,0,1.74,2,0.14,0.34,1.11,0.57,0.95,29,26,"L-OTHER","PRVE","L-OTHER","CEPA","L-FORB",NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,6,50,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",50
"SRER006",62,42,"21-09-2024 09:42:55.250 -0700","POINTZ(-110.848181247 31.781297655 1177.411)",31.781297655,-110.848181247,1177.411,0,1.74,2,0.15,0.36,1.18,0.58,1.03,29,25,"L-OTHER","PRVE",NA,NA,NA,NA,NA,NA,"NONE",NA,"STONE",NA,"CANOPY",NA,NA,6,0,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",0
"SRER006",63,41,"21-09-2024 09:44:48.500 -0700","POINTZ(-110.848186455 31.781293507 1177.601)",31.781293507,-110.848186455,1177.601,0,1.74,2,0.14,0.35,1.07,0.56,0.92,28,26,"L-OTHER","PRVE",NA,NA,NA,NA,NA,NA,"OTHER","H_W","SOIL",NA,"CANOPY",NA,NA,6,15,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",15
"SRER006",64,40,"21-09-2024 09:46:25.250 -0700","POINTZ(-110.84819418 31.781287128 1177.709)",31.781287128,-110.84819418,1177.709,0,1.74,2,0.12,0.32,1.08,0.56,0.92,29,26,"L-OTHER","PRVE","L-OTHER","CEPA",NA,NA,NA,NA,"OTHER","H_W","SOIL",NA,"CANOPY",NA,NA,6,10,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",10
"SRER006",66,39,"21-09-2024 09:48:25.750 -0700","POINTZ(-110.848197495 31.781278518 1176.789)",31.781278518,-110.848197495,1176.789,0,1.74,2,0.13,0.33,0.97,0.52,0.81,31,28,"L-OTHER","PRVE","L-OTHER","CEPA","L-FORB",NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,6,15,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",15
"SRER006",67,38,"21-09-2024 09:51:54.250 -0700","POINTZ(-110.848201917 31.781271842 1177.057)",31.781271842,-110.848201917,1177.057,0,1.74,2,0.12,0.28,0.96,0.52,0.81,30,28,"L-OTHER","CEPA","L-PGRASS",NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,250,5,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",5
"SRER006",68,37,"21-09-2024 09:53:20.250 -0700","POINTZ(-110.848208985 31.781264158 1176.277)",31.781264158,-110.848208985,1176.277,0,1.74,2,0.13,0.29,0.97,0.52,0.82,31,28,"L-OTHER","PRVE","D-FORB",NA,"L-PGRASS",NA,NA,NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,300,3,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",3
"SRER006",69,36,"21-09-2024 09:54:59.750 -0700","POINTZ(-110.848211733 31.78125477 1176.569)",31.78125477,-110.848211733,1176.569,0,1.74,2,0.13,0.31,0.97,0.52,0.82,31,28,"L-OTHER","PRVE","L-PGRASS",NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,300,10,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",10
"SRER006",70,35,"21-09-2024 09:56:11.250 -0700","POINTZ(-110.84821481 31.781245933 1176.472)",31.781245933,-110.84821481,1176.472,0,1.74,2,0.12,0.28,0.98,0.52,0.83,30,28,"L-OTHER","PRVE","L-PGRASS",NA,"L-FORB",NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,300,10,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",10
"SRER006",71,34,"21-09-2024 09:58:16.500 -0700","POINTZ(-110.8482226 31.781239663 1176.929)",31.781239663,-110.8482226,1176.929,0,1.74,2,0.12,0.28,0.98,0.52,0.83,31,28,"L-OTHER","PRVE","L-OTHER","SEGR","D-PGRASS",NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,300,10,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",10
"SRER006",72,33,"21-09-2024 09:59:51.750 -0700","POINTZ(-110.848225587 31.78123521 1177.484)",31.78123521,-110.848225587,1177.484,0,1.74,2,0.11,0.24,0.99,0.52,0.84,31,28,"L-OTHER","SEGR","L-PGRASS",NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,125,2,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",2
"SRER006",73,32,"21-09-2024 10:02:33.500 -0700","POINTZ(-110.848229318 31.781221243 1177.283)",31.781221243,-110.848229318,1177.283,0,1.74,2,0.11,0.24,0.99,0.52,0.84,32,28,"L-OTHER","SEGR","D-FORB",NA,NA,NA,NA,NA,"OTHER","H_W","SOIL",NA,"CANOPY",NA,NA,150,20,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",20
"SRER006",74,31,"21-09-2024 10:03:59.500 -0700","POINTZ(-110.84823827 31.781213057 1176.618)",31.781213057,-110.84823827,1176.618,0,1.74,2,0.11,0.25,0.92,0.5,0.77,32,29,"L-OTHER","SEGR","D-FORB",NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,150,10,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",10
"SRER006",75,30,"21-09-2024 10:04:50.250 -0700","POINTZ(-110.848241287 31.78120753 1176.412)",31.78120753,-110.848241287,1176.412,0,1.74,2,0.11,0.25,0.92,0.5,0.78,32,29,"NONE",NA,NA,NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,10,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",10
"SRER006",76,29,"21-09-2024 10:05:53.500 -0700","POINTZ(-110.84824397 31.781202557 1177.141)",31.781202557,-110.84824397,1177.141,0,1.74,2,0.11,0.24,0.93,0.5,0.78,32,29,"L-PGRASS",NA,NA,NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,10,8,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",8
"SRER006",77,28,"21-09-2024 10:06:35.250 -0700","POINTZ(-110.848252238 31.781195455 1176.858)",31.781195455,-110.848252238,1176.858,0,1.74,2,0.11,0.24,0.93,0.5,0.78,32,29,"NONE",NA,NA,NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,5,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",5
"SRER006",79,27,"21-09-2024 10:08:05.000 -0700","POINTZ(-110.848257478 31.781186268 1176.905)",31.781186268,-110.848257478,1176.905,0,1.74,2,0.1,0.24,0.88,0.49,0.74,32,30,"L-OTHER","SEGR",NA,NA,NA,NA,NA,NA,"OTHER","H_DUNG","SOIL",NA,"OPEN",NA,"20240921170818.jpg",170,5,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",5
"SRER006",80,26,"21-09-2024 10:09:37.500 -0700","POINTZ(-110.848262735 31.781180578 1176.567)",31.781180578,-110.848262735,1176.567,0,1.74,2,0.11,0.24,0.89,0.49,0.74,32,30,"L-OTHER","SEGR",NA,NA,NA,NA,NA,NA,"OTHER","H_W","SOIL",NA,"CANOPY",NA,NA,170,20,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",20
"SRER006",81,25,"21-09-2024 10:10:28.750 -0700","POINTZ(-110.848267792 31.781172547 1176.903)",31.781172547,-110.848267792,1176.903,0,1.74,2,0.1,0.23,0.89,0.49,0.75,32,30,"L-PGRASS",NA,NA,NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,1,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",1
"SRER006",82,24,"21-09-2024 10:11:29.500 -0700","POINTZ(-110.84827478 31.781162458 1176.928)",31.781162458,-110.84827478,1176.928,0,1.74,2,0.1,0.22,0.86,0.48,0.72,32,31,"L-OTHER","SEGR",NA,NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,135,8,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",8
"SRER006",83,23,"21-09-2024 10:12:28.750 -0700","POINTZ(-110.848281567 31.781153585 1177.235)",31.781153585,-110.848281567,1177.235,0,1.74,2,0.099,0.22,0.86,0.48,0.72,32,31,"L-OTHER","SEGR",NA,NA,NA,NA,NA,NA,"OTHER","H_W","SOIL",NA,"CANOPY",NA,NA,0,15,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",15
"SRER006",84,22,"21-09-2024 10:13:41.750 -0700","POINTZ(-110.848285922 31.78114643 1177.242)",31.78114643,-110.848285922,1177.242,0,1.74,2,0.11,0.22,0.86,0.48,0.72,32,31,"L-OTHER","SEGR",NA,NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,135,10,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",10
"SRER006",85,21,"21-09-2024 10:15:40.000 -0700","POINTZ(-110.848290523 31.781139302 1177.136)",31.781139302,-110.848290523,1177.136,0,1.74,2,0.11,0.23,0.87,0.47,0.73,32,31,"L-OTHER","SEGR","D-SHRUB",NA,NA,NA,NA,NA,"OTHER","H_W","SOIL",NA,"CANOPY",NA,NA,200,15,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",15
"SRER006",86,20,"21-09-2024 10:16:47.500 -0700","POINTZ(-110.848296803 31.781131738 1177.272)",31.781131738,-110.848296803,1177.272,0,1.74,2,0.12,0.27,0.87,0.47,0.73,32,31,"L-OTHER","SEGR",NA,NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,200,8,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",8
"SRER006",87,19,"21-09-2024 10:18:47.500 -0700","POINTZ(-110.848299217 31.781125658 1176.98)",31.781125658,-110.848299217,1176.98,0,1.74,2,0.11,0.25,0.87,0.47,0.73,32,31,"L-OTHER","SEGR",NA,NA,NA,NA,NA,NA,"LT-W",NA,"SOIL",NA,"CANOPY",NA,NA,200,30,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",30
"SRER006",88,18,"21-09-2024 10:22:44.500 -0700","POINTZ(-110.84829311 31.78111364 1177.252)",31.78111364,-110.84829311,1177.252,0,1.74,2,0.12,0.24,0.88,0.47,0.74,32,31,"L-OTHER","SEGR",NA,NA,NA,NA,NA,NA,"OTHER","H_W","SOIL",NA,"CANOPY",NA,NA,230,50,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",50
"SRER006",90,16,"21-09-2024 10:27:18.500 -0700","POINTZ(-110.848314062 31.781098097 1176.909)",31.781098097,-110.848314062,1176.909,0,1.74,2,0.11,0.22,0.87,0.47,0.73,33,32,"L-OTHER","SEGR","D-FORB",NA,NA,NA,NA,NA,"NONE",NA,"BURROW",NA,"CANOPY",NA,NA,230,0,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",0
"SRER006",91,17,"21-09-2024 10:25:32.750 -0700","POINTZ(-110.848307137 31.781102922 1177.014)",31.781102922,-110.848307137,1177.014,0,1.74,2,0.18,0.25,0.88,0.47,0.74,32,31,"L-OTHER","SEGR","D-FORB",NA,NA,NA,NA,NA,"OTHER","H_W","SOIL",NA,"CANOPY",NA,NA,230,50,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",50
"SRER006",92,15,"21-09-2024 10:30:19.750 -0700","POINTZ(-110.848317785 31.781088708 1176.794)",31.781088708,-110.848317785,1176.794,0,1.74,2,0.11,0.21,0.87,0.47,0.73,34,32,"L-OTHER","SEGR","D-SUBS",NA,NA,NA,NA,NA,"LT-W",NA,"SOIL",NA,"CANOPY",NA,NA,230,2,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",2
"SRER006",93,14,"21-09-2024 10:32:44.250 -0700","POINTZ(-110.848321945 31.781079797 1177.133)",31.781079797,-110.848321945,1177.133,0,1.74,2,0.11,0.22,0.89,0.47,0.75,34,31,"L-OTHER","SEGR",NA,NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,115,5,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",5
"SRER006",94,13,"21-09-2024 10:33:42.500 -0700","POINTZ(-110.848326477 31.781074287 1177.505)",31.781074287,-110.848326477,1177.505,0,1.74,2,0.099,0.2,0.89,0.47,0.75,34,31,"L-OTHER","SEGR",NA,NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,115,10,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",10
"SRER006",95,12,"21-09-2024 10:36:25.250 -0700","POINTZ(-110.848327015 31.781065428 1177.602)",31.781065428,-110.848327015,1177.602,0,1.74,2,0.1,0.21,0.88,0.47,0.74,34,32,"L-OTHER","SEGR","D-FORB",NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,275,3,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",3
"SRER006",97,11,"21-09-2024 10:39:14.750 -0700","POINTZ(-110.848335047 31.781056812 1177.211)",31.781056812,-110.848335047,1177.211,0,1.74,2,0.11,0.21,0.88,0.47,0.74,34,32,"L-OTHER","SEGR","L-PGRASS",NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,275,15,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",15
"SRER006",98,10,"21-09-2024 10:39:56.250 -0700","POINTZ(-110.84833818 31.781046527 1177.237)",31.781046527,-110.84833818,1177.237,0,1.74,2,0.11,0.22,0.88,0.47,0.74,34,32,"NONE",NA,NA,NA,NA,NA,NA,NA,"NONE",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0
"SRER006",99,9,"21-09-2024 10:41:03.750 -0700","POINTZ(-110.848340457 31.781038835 1177.329)",31.781038835,-110.848340457,1177.329,0,1.74,2,0.11,0.22,0.88,0.47,0.74,35,32,"L-OTHER","SEGR","D-PGRASS",NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,275,20,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",20
"SRER006",100,8,"21-09-2024 10:42:07.000 -0700","POINTZ(-110.848343878 31.781031335 1177.408)",31.781031335,-110.848343878,1177.408,0,1.74,2,0.1,0.21,0.88,0.47,0.75,35,32,"L-PGRASS",NA,NA,NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,10,5,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",5
"SRER006",101,7,"21-09-2024 10:43:46.500 -0700","POINTZ(-110.848348438 31.781021978 1177.644)",31.781021978,-110.848348438,1177.644,0,1.74,2,0.1,0.21,0.91,0.48,0.77,35,31,"L-PGRASS",NA,NA,NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,30,2,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",2
"SRER006",102,6,"21-09-2024 10:44:41.250 -0700","POINTZ(-110.848351573 31.781012672 1176.854)",31.781012672,-110.848351573,1176.854,0,1.74,2,0.1,0.21,0.91,0.48,0.77,35,31,"NONE",NA,NA,NA,NA,NA,NA,NA,"LT-W",NA,"SOIL",NA,"OPEN",NA,NA,0,10,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",10
"SRER006",103,5,"21-09-2024 10:45:38.000 -0700","POINTZ(-110.848355052 31.781006562 1177.509)",31.781006562,-110.848355052,1177.509,0,1.74,2,0.1,0.22,0.91,0.48,0.77,35,31,"NONE",NA,NA,NA,NA,NA,NA,NA,"LT-W",NA,"SOIL",NA,"WOOD",NA,NA,0,120,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nonliving Retention Elements",120
"SRER006",104,4,"21-09-2024 10:47:43.250 -0700","POINTZ(-110.848360867 31.780996817 1177.73)",31.780996817,-110.848360867,1177.73,0,1.74,2,0.11,0.21,0.94,0.49,0.8,35,30,"L-OTHER","CEPA","L-PGRASS",NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,155,10,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",10
"SRER006",105,3,"21-09-2024 10:49:16.000 -0700","POINTZ(-110.84836335 31.780988592 1177.877)",31.780988592,-110.84836335,1177.877,0,1.74,2,0.11,0.22,0.88,0.47,0.75,35,31,"L-OTHER","CEPA","D-FORB",NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,155,20,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",20
"SRER006",106,2,"21-09-2024 10:51:06.000 -0700","POINTZ(-110.848367532 31.780977347 1177.633)",31.780977347,-110.848367532,1177.633,0,1.74,2,0.1,0.22,0.89,0.47,0.75,34,31,"L-OTHER","CEPA","D-FORB",NA,NA,NA,NA,NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,155,30,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",30
"SRER006",109,1,"21-09-2024 10:52:43.500 -0700","POINTZ(-110.848372873 31.780973352 1177.101)",31.780973352,-110.848372873,1177.101,0,1.74,2,0.1,0.22,0.89,0.47,0.75,34,31,"L-OTHER","CEPA",NA,NA,NA,NA,NA,NA,"LT-H",NA,"GRAVEL",NA,"CANOPY",NA,NA,155,2,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",2
"SRER007",1,50,"25-09-2024 09:58:59.750 -0700","POINTZ(-110.82979076 31.865707385 1102.842)",31.865707385,-110.82979076,1102.842,0,1.74,2,0.11,0.29,0.92,0.5,0.77,35,31,"NONE",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,3,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",3
"SRER007",2,49,"25-09-2024 10:00:40.000 -0700","POINTZ(-110.829786758 31.865699957 1101.396)",31.865699957,-110.829786758,1101.396,0,1.74,2,0.1,0.22,0.87,0.47,0.72,34,31,"D-PGRASS",NA,"N",NA,"N",NA,"N",NA,"NONE",NA,"SOIL",NA,"OPEN",NA,NA,2,0,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",0
"SRER007",3,48,"25-09-2024 10:01:15.750 -0700","POINTZ(-110.829787297 31.865690868 1101.698)",31.865690868,-110.829787297,1101.698,0,1.74,2,0.1,0.22,0.87,0.47,0.73,35,31,"NONE",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,2,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",2
"SRER007",4,47,"25-09-2024 10:01:48.000 -0700","POINTZ(-110.829787393 31.865682298 1101.929)",31.865682298,-110.829787393,1101.929,0,1.74,2,0.1,0.22,0.87,0.47,0.73,34,31,"D-FORB",NA,"N",NA,"N",NA,"N",NA,"NONE",NA,"SOIL",NA,"OPEN",NA,NA,10,0,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Annual Grasses and Forbs",0
"SRER007",5,46,"25-09-2024 10:02:18.250 -0700","POINTZ(-110.829786658 31.86567334 1101.711)",31.86567334,-110.829786658,1101.711,0,1.74,2,0.11,0.23,0.87,0.47,0.73,35,31,"D-FORB",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,10,10,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Annual Grasses and Forbs",10
"SRER007",6,45,"25-09-2024 10:03:28.750 -0700","POINTZ(-110.829786582 31.865664653 1101.652)",31.865664653,-110.829786582,1101.652,0,1.74,2,0.11,0.22,0.87,0.47,0.73,35,31,"L-OTHER","SEGR","L-PGRASS",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,115,5,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",5
"SRER007",7,44,"25-09-2024 10:04:43.000 -0700","POINTZ(-110.829780828 31.86564859 1098.684)",31.86564859,-110.829780828,1098.684,0,1.74,2,0.1,0.23,0.88,0.47,0.74,36,31,"L-OTHER","SEGR","L-PGRASS",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,115,5,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",5
"SRER007",8,43,"25-09-2024 10:06:19.500 -0700","POINTZ(-110.829776728 31.86563715 1098.076)",31.86563715,-110.829776728,1098.076,0,1.74,2,0.098,0.22,0.88,0.47,0.74,36,31,"L-OTHER","SEGR","N",NA,"N",NA,"N",NA,"LT-W",NA,"GRAVEL",NA,"OTHER","CANOPY_WASH",NA,115,3,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nonliving Retention Elements",3
"SRER007",9,42,"25-09-2024 10:06:52.000 -0700","POINTZ(-110.829778173 31.865628058 1098.1)",31.865628058,-110.829778173,1098.1,0,1.74,2,0.097,0.21,0.88,0.47,0.74,36,31,"NONE",NA,"N",NA,"N",NA,"N",NA,"NONE",NA,"GRAVEL",NA,"WASH",NA,NA,0,0,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nonliving Retention Elements",0
"SRER007",10,41,"25-09-2024 10:07:29.000 -0700","POINTZ(-110.829780455 31.86561965 1098.019)",31.86561965,-110.829780455,1098.019,0,1.74,2,0.098,0.22,0.88,0.47,0.74,36,31,"NONE",NA,"N",NA,"N",NA,"N",NA,"NONE",NA,"GRAVEL",NA,"WASH",NA,NA,0,0,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nonliving Retention Elements",0
"SRER007",11,40,"25-09-2024 10:07:59.000 -0700","POINTZ(-110.829779083 31.865611275 1098.184)",31.865611275,-110.829779083,1098.184,0,1.74,2,0.096,0.21,0.88,0.47,0.75,36,31,"NONE",NA,"N",NA,"N",NA,NA,NA,"NONE",NA,"GRAVEL",NA,"WASH",NA,NA,0,0,"SRER","F24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nonliving Retention Elements",0
